PassengerId,HomePlanet,CryoSleep,Cabin_A,Cabin_B,Cabin_C,Cabin_D,Cabin_E,Cabin_F,Cabin_G,Cabin_T,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,TotalSpend,Name,Transported,testset
3071_01,1,1,0,1,0,0,0,0,0,0,2,16,0,0,0,0,0,0,0,Saiphda Cracionfic,1,0
3071_02,1,0,0,1,0,0,0,0,0,0,2,26,0,0,0,8,21,6023,6052,Alballa Cracionfic,0,0
3073_01,2,1,0,0,0,0,0,1,0,0,2,36,0,0,0,0,0,0,0,Krios Shbre,1,0
3076_01,0,1,0,0,0,0,0,0,1,0,1,26,0,0,0,0,0,0,0,Jaimez Mcfaddenson,1,0
3079_01,0,0,0,0,0,0,0,1,0,0,0,22,0,35,0,36,581,0,652,Charly Booters,0,0
3080_01,0,0,0,0,0,0,0,1,0,0,2,40,0,0,0,0,822,2,824,Florey Alldson,0,0
3081_01,1,0,0,0,1,0,0,0,0,0,0,50,0,0,1547,0,1784,1,3332,Gollux Reedall,1,0
3081_02,1,1,0,0,1,0,0,0,0,0,2,57,0,0,0,0,0,0,0,Sadirak Reedall,1,0
3082_01,0,0,0,0,0,0,0,0,1,0,1,15,0,1,30,1793,0,0,1824,Kayd Wilkinner,1,0
3083_01,1,0,0,0,0,1,0,0,0,0,0,23,0,0,587,0,1497,1014,3098,Antak Bootty,0,0
3084_01,2,1,0,0,0,1,0,0,0,0,0,60,0,0,0,0,0,0,0,Bakix Flell,1,0
3088_01,1,0,1,0,0,0,0,0,0,0,2,28,0,0,0,0,0,0,0,Dscha Dishearly,0,0
3090_01,1,0,0,1,0,0,0,0,0,0,2,27,1,0,6013,0,820,31,6864,Minoces Myling,1,0
3091_02,1,1,0,0,0,1,0,0,0,0,2,26,0,0,0,0,0,0,0,Shaiaz Wingcoling,1,0
3092_01,0,0,0,0,0,0,0,0,1,0,2,22,0,0,0,102,43,700,845,Stace Solivers,0,0
3093_01,2,0,0,0,0,0,1,0,0,0,0,22,0,2229,0,1349,121,0,3699,Berk Terte,1,0
3095_01,2,0,0,0,0,0,0,1,0,0,1,71,0,924,1284,10,9,0,2227,Aarjel Rhuba,0,0
3096_01,2,0,0,0,0,1,0,0,0,0,0,25,0,5,1,633,0,188,827,Seat Khaf,1,0
3099_01,2,1,0,0,0,0,1,0,0,0,2,27,0,0,0,0,0,0,0,Chones Bine,1,0
3100_01,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,Andrey Farmonrada,0,0
3100_02,0,0,0,0,0,0,0,1,0,0,2,52,0,809,0,0,0,0,809,Jord Farmonrada,1,0
3100_03,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,Gordo Farmonrada,1,0
3102_01,1,1,0,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,Tachba Mirinanty,1,0
3103_01,1,0,0,1,0,0,0,0,0,0,2,52,1,0,7452,0,1158,7979,16589,Aldibah Baleful,0,0
3104_01,0,0,0,0,0,0,0,0,1,0,2,12,0,0,0,0,0,0,0,Shally Fowles,1,0
3104_02,0,1,0,0,0,0,0,0,1,0,2,22,0,0,0,0,0,0,0,Lorice Fowles,1,0
3110_01,0,0,0,0,0,0,0,0,1,0,2,24,0,520,0,0,195,0,715,Dandra Joyneidez,1,0
3111_01,2,0,0,0,0,1,0,0,0,0,2,22,0,1173,0,0,9,0,1182,Goles Ramad,0,0
3113_01,2,1,0,0,0,1,0,0,0,0,2,21,0,0,0,0,0,0,0,Sceros Lake,1,0
3113_02,2,1,0,0,0,1,0,0,0,0,0,56,0,0,0,0,0,0,0,Eloos Lake,1,0
3114_01,2,0,0,0,0,1,0,0,0,0,2,50,0,1598,0,155,26,0,1779,Yapich Sad,0,0
3116_01,0,0,0,0,0,0,0,1,0,0,2,20,0,127,0,656,0,21,804,Jaye Mcguirez,0,0
3117_01,0,0,0,0,0,0,0,1,0,0,2,32,0,0,0,47,857,23,927,,0,0
3118_01,0,1,0,0,0,0,0,0,1,0,2,28,0,0,0,0,0,0,0,Sus Coolez,0,0
3119_01,0,0,0,0,0,0,0,0,1,0,2,74,0,571,0,0,277,0,848,Jorgie Hamberterry,0,0
3120_01,2,1,0,0,0,0,1,0,0,0,2,25,0,0,0,0,0,0,0,Rionk Rhuba,1,0
3120_02,2,0,0,0,0,0,1,0,0,0,2,31,0,691,3,68,286,0,1048,Aps Rhuba,0,0
3121_01,0,1,0,0,0,0,0,0,1,0,1,6,0,0,0,0,0,0,0,Trice Moreman,1,0
3124_01,2,1,0,0,0,0,0,1,0,0,2,12,0,0,0,0,0,0,0,Stax Hapie,1,0
3124_02,2,0,0,0,0,0,0,1,0,0,2,47,0,1130,8,299,0,0,1437,Gech Hapie,1,0
3124_03,2,1,0,0,0,0,0,1,0,0,2,46,0,0,0,0,0,0,0,Wal Hapie,1,0
3126_01,1,0,0,1,0,0,0,0,0,0,0,31,0,139,4018,13,232,1140,5542,Zedares Foraud,1,0
3126_02,1,0,0,1,0,0,0,0,0,0,2,36,0,0,0,0,0,0,0,Okulas Foraud,1,0
3128_01,0,0,0,0,0,0,0,0,1,0,0,15,0,62,57,2646,1104,312,4181,Heila Gordond,0,0
3130_01,2,0,0,0,0,0,0,1,0,0,2,38,0,886,0,618,0,0,1504,Mall Frasp,0,0
3131_01,0,1,0,0,0,0,0,0,1,0,0,48,0,0,0,0,0,0,0,Salley Mckinn,1,0
3131_02,0,1,0,0,0,0,0,0,1,0,2,21,0,0,0,0,0,0,0,Hardy Griffy,1,0
3132_01,2,1,0,0,0,0,0,1,0,0,2,31,0,0,0,0,0,0,0,Sce Meake,1,0
3133_01,0,0,0,0,0,0,0,0,1,0,1,31,0,0,140,394,0,0,534,Aliey Chanash,0,0
3134_01,1,0,0,0,1,0,0,0,0,0,1,62,1,0,4513,0,85,1437,6035,Enifik Clughted,1,0
3136_01,0,1,0,0,0,0,0,0,1,0,2,29,0,0,0,0,0,0,0,Feline Mcneiderson,1,0
3140_01,2,0,0,0,0,0,1,0,0,0,2,26,0,912,0,43,0,0,955,Eang Dan,0,0
3142_01,2,0,0,0,0,0,0,1,0,0,2,43,0,33,1117,59,0,16,1225,Backse Cla,0,0
3142_02,2,0,0,0,0,0,0,1,0,0,2,32,0,1087,0,71,0,0,1158,Fres Cla,0,0
3143_01,2,1,0,0,0,0,0,1,0,0,0,24,0,0,0,0,0,0,0,Dous Blane,1,0
3145_01,2,1,0,0,0,0,0,1,0,0,2,49,0,0,0,0,0,0,0,Spies Gency,1,0
3147_01,0,0,0,0,0,0,0,1,0,0,2,21,0,17,427,31,257,0,732,Colle Steinardson,1,0
3149_01,0,0,0,0,0,0,0,0,1,0,2,18,0,0,730,79,0,0,809,Natha Portananney,1,0
3149_02,0,1,0,0,0,0,0,0,1,0,2,18,0,0,0,0,0,0,0,Katen Portananney,1,0
3152_01,0,1,0,0,0,0,0,0,1,0,2,14,0,0,0,0,0,0,0,Therek Greeves,0,0
3158_01,2,0,0,0,0,1,0,0,0,0,2,21,0,1507,0,3,2,1196,2708,Pech Banie,0,0
3159_01,2,1,0,0,0,0,0,1,0,0,0,25,0,0,0,0,0,0,0,Eggers Melte,1,0
3161_01,1,0,0,0,0,0,1,0,0,0,0,56,0,0,323,971,58,4240,5592,Batan Roustorly,0,0
3162_01,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,Diandi Kellyons,1,0
3162_02,0,0,0,0,0,0,0,1,0,0,2,55,0,0,0,5,0,2409,2414,Robyny Simonson,0,0
3162_03,0,1,0,0,0,0,0,0,1,0,2,14,0,0,0,0,0,0,0,Beula Simonson,0,0
3163_01,2,0,0,0,0,0,0,1,0,0,2,13,0,1007,0,142,295,0,1444,Crin Vlart,0,0
3166_01,2,1,0,0,0,0,0,1,0,0,2,26,0,0,0,0,0,0,0,Morms Cheen,1,0
3168_01,0,0,0,0,0,0,0,1,0,0,2,24,0,0,7,548,4,0,559,Jaimez Peckerson,1,0
3169_01,0,0,0,0,0,0,0,1,0,0,2,26,0,207,350,74,0,3,634,Lyn Leblanchez,1,0
3171_01,0,1,0,0,0,0,0,0,1,0,0,22,0,0,0,0,0,0,0,Letty Wellenez,1,0
3174_02,2,1,0,0,0,0,0,1,0,0,2,38,0,0,0,0,0,0,0,Life Homin,1,0
3175_01,1,1,0,1,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,Altardr Mosteraked,1,0
3176_01,1,0,0,0,0,0,1,0,0,0,2,77,0,0,9032,0,128,1464,10624,Ankalik Nateansive,1,0
3179_01,0,0,0,0,0,0,0,1,0,0,0,28,0,2840,0,0,0,0,2840,Therie Saley,0,0
3180_01,0,0,0,0,0,0,0,1,0,0,2,22,0,0,1,379,0,336,716,Hery Lewinez,0,0
3181_01,0,0,0,0,0,0,1,0,0,0,2,20,0,4,353,193,241,0,791,Tanley Gregordy,0,0
3182_01,0,0,0,0,0,0,0,1,0,0,2,18,0,0,0,699,0,0,699,Herita Welltonces,1,0
3184_01,1,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,Arkard Sechausive,1,0
3184_02,1,1,0,1,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,Tarmus Sechausive,1,0
3185_01,0,0,0,0,0,0,0,1,0,0,2,43,0,0,788,0,0,1191,1979,Carley Gardonadox,0,0
3188_01,2,1,0,0,0,0,1,0,0,0,0,31,0,0,0,0,0,0,0,Mass Reau,0,0
3189_01,2,1,0,0,0,1,0,0,0,0,0,40,0,0,0,0,0,0,0,Weers Che,1,0
3191_01,2,1,0,0,0,0,0,1,0,0,2,68,0,0,0,0,0,0,0,Fex Sin,1,0
3192_01,0,0,0,0,0,0,0,1,0,0,2,20,0,0,0,147,0,0,147,Dorie Brenney,0,0
3193_01,2,0,0,0,0,0,0,1,0,0,2,27,1,309,0,849,0,0,1158,Golve Mushe,1,0
3195_01,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,Rald Litthews,0,0
3195_02,0,0,0,0,0,0,0,0,1,0,1,60,0,0,31,6,223,356,616,Fredy Litthews,0,0
3195_03,0,0,0,0,0,0,0,0,1,0,0,28,0,0,0,675,31,0,706,Fery Litthews,1,0
3195_04,0,0,0,0,0,0,0,0,1,0,1,11,0,0,0,0,0,0,0,Ralda Litthews,0,0
3195_06,0,1,0,0,0,0,0,0,1,0,2,9,0,0,0,0,0,0,0,Violan Litthews,0,0
3196_01,2,0,0,0,0,0,0,1,0,0,2,38,0,1046,0,1553,0,0,2599,Flats Chate,0,0
3197_01,0,0,0,0,0,0,0,1,0,0,0,18,0,0,0,0,588,0,588,Molley Ryanga,0,0
3200_01,0,0,0,0,0,0,0,1,0,0,2,40,0,4,11,669,0,773,1457,Brie Flynney,0,0
3201_01,0,0,0,0,0,0,0,1,0,0,2,21,0,330,11,0,0,398,739,Lynez Mcfaddoxter,0,0
3203_01,0,1,0,0,0,0,0,0,1,0,2,24,0,0,0,0,0,0,0,Karley Hopez,0,0
3204_01,1,0,1,0,0,0,0,0,0,0,2,26,0,0,1653,7,227,1457,3344,Sadra Wirdley,0,0
3204_02,1,0,1,0,0,0,0,0,0,0,2,47,0,3865,3810,0,12,196,7883,Alphah Wirdley,0,0
3204_03,1,0,1,0,0,0,0,0,0,0,2,46,0,0,131,0,8873,469,9473,Matan Wirdley,0,0
3205_01,0,1,0,0,0,0,0,0,1,0,0,55,0,0,0,0,0,0,0,Denny Dotsondez,1,0
3206_01,0,0,0,0,0,0,0,0,1,0,2,50,0,293,0,21,573,0,887,Gwenda Gainebergan,0,0
3209_01,2,1,0,0,0,0,0,1,0,0,2,10,0,0,0,0,0,0,0,Ech Nutca,1,0
3210_01,1,0,0,0,0,0,1,0,0,0,0,17,0,454,19,0,0,3219,3692,Charda Heeroling,0,0
3210_02,1,0,0,0,0,0,1,0,0,0,0,20,0,11,596,0,3583,266,4456,Aldun Clugeadry,0,0
3210_03,1,0,0,0,0,0,1,0,0,0,2,37,0,76,2804,0,1287,1229,5396,Axionif Heeroling,0,0
3211_01,0,0,0,0,0,0,0,1,0,0,2,24,0,11,0,9,2645,2,2667,Stal Baldson,0,0
3211_02,0,0,0,0,0,0,0,0,1,0,0,43,0,511,233,0,0,144,888,Maura Baldson,0,0
3211_03,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,Dianya Baldson,0,0
3212_01,0,0,0,0,0,0,1,0,0,0,2,24,0,180,264,0,1225,0,1669,Philia Bellarkerd,0,0
3213_01,2,0,0,0,0,1,0,0,0,0,2,22,0,715,0,726,325,0,1766,Lucan Surry,0,0
3216_01,0,1,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,Eristy Haydenzier,1,0
3216_02,0,1,0,0,0,0,0,0,1,0,0,22,0,0,0,0,0,0,0,Jennyn Haydenzier,1,0
3216_03,0,0,0,0,0,0,1,0,0,0,2,23,0,0,1573,0,36,0,1609,Inerry Haydenzier,1,0
3217_01,2,0,0,0,0,0,1,0,0,0,2,56,0,324,574,116,0,0,1014,Minies Dan,0,0
3218_01,0,0,0,0,0,0,0,1,0,0,2,36,0,5,623,88,5,1,722,Derine Bardinard,1,0
3218_02,0,0,0,0,0,0,0,1,0,0,0,58,0,52,0,5,517,0,574,Lonna Bardinard,0,0
3218_03,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,Wena Bardinard,0,0
3219_01,2,1,0,0,0,0,1,0,0,0,2,39,0,0,0,0,0,0,0,Vuls Paska,0,0
3220_01,0,0,0,0,0,0,0,0,1,0,2,33,0,0,0,75,709,0,784,Jeane Meyerthy,0,0
3221_01,0,0,0,0,0,0,0,0,1,0,1,19,0,0,0,616,0,0,616,Brinez Meadoney,0,0
3223_01,0,0,0,0,0,0,0,0,1,0,2,26,0,16,0,799,0,37,852,Elany Prickmantes,0,0
3225_01,1,1,0,0,1,0,0,0,0,0,0,17,0,0,0,0,0,0,0,Minoton Surind,1,0
3225_02,1,0,0,0,1,0,0,0,0,0,2,28,0,0,3281,0,68,341,3690,Bosoneb Surind,1,0
3227_01,0,0,0,0,0,0,0,0,1,0,2,21,0,63,15,407,397,0,882,Eila Chardst,0,0
3229_01,1,0,0,1,0,0,0,0,0,0,2,45,0,3,2344,1100,498,0,3945,Aino Chpeng,1,0
3230_01,2,1,0,0,0,0,0,1,0,0,2,62,0,0,0,0,0,0,0,Healls Sache,1,0
3232_01,2,1,0,0,0,0,0,1,0,0,2,43,0,0,0,0,0,0,0,Munda Burte,1,0
3235_01,0,0,0,0,0,0,0,1,0,0,2,27,0,158,0,1271,0,71,1500,Stancy Shieldson,0,0
3236_01,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Garyan Woody,1,0
3236_02,0,0,0,0,0,0,0,1,0,0,2,31,0,593,540,238,0,77,1448,Carlen Woody,0,0
3236_03,0,0,0,0,0,0,1,0,0,0,2,18,0,0,30,0,756,5,791,Anton Woody,0,0
3237_01,2,0,0,0,0,1,0,0,0,0,2,21,0,1097,0,80,589,0,1766,Graw Lapie,0,0
3237_02,2,0,0,0,0,0,0,1,0,0,2,7,0,0,0,0,0,0,0,Chrets Lapie,1,0
3237_03,2,0,0,0,0,1,0,0,0,0,2,22,0,2646,0,599,117,0,3362,Mon Lapie,0,0
3238_01,2,1,0,0,0,0,1,0,0,0,2,26,0,0,0,0,0,0,0,Walles Reste,0,0
3239_01,0,1,0,0,0,0,0,0,1,0,2,30,0,0,0,0,0,0,0,Stanya Bookerson,1,0
3240_01,0,0,0,0,0,0,1,0,0,0,2,17,0,0,382,402,0,7,791,Sonnie Vinozarks,0,0
3241_01,0,1,0,0,0,0,0,0,1,0,2,26,0,0,0,0,0,0,0,Benny Hickley,0,0
3243_01,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,Tonald Hermanapp,0,0
3247_01,0,0,0,0,0,0,1,0,0,0,2,25,0,764,16,0,8,0,788,Harvin Malliamsey,0,0
3248_01,0,0,0,0,0,0,0,0,1,0,2,21,0,0,0,0,0,0,0,Rice Baldens,0,0
3252_01,0,0,0,0,0,0,0,1,0,0,0,53,0,8,0,236,0,2049,2293,Dwin Melez,0,0
3253_01,0,0,0,0,0,0,0,0,1,0,2,21,0,0,0,687,46,20,753,Lardy Thorney,0,0
3254_01,1,0,0,0,1,0,0,0,0,0,2,28,0,0,3315,0,594,85,3994,Alphein Igmable,1,0
3255_01,0,1,0,0,0,0,0,0,1,0,1,20,0,0,0,0,0,0,0,Fayel Morandry,1,0
3256_01,1,1,0,0,0,0,1,0,0,0,0,54,0,0,0,0,0,0,0,Ashird Myling,1,0
3258_01,0,1,0,0,0,0,0,0,1,0,2,9,0,0,0,0,0,0,0,Genee Waltonnedy,0,0
3259_01,0,0,0,0,0,0,0,0,1,0,2,20,0,508,0,1,1372,0,1881,Des Tranciams,0,0
3262_01,0,0,0,0,0,0,0,1,0,0,2,32,0,0,632,0,0,0,632,Jodia Pottmanley,0,0
3268_01,2,0,0,0,0,0,1,0,0,0,2,22,0,0,0,0,0,0,0,Rosts Ses,0,0
3269_01,1,0,0,0,1,0,0,0,0,0,0,35,0,74,5082,0,893,1937,7986,Terion Spistory,1,0
3270_01,0,0,0,0,0,0,0,0,1,0,2,26,0,0,56,322,6,243,627,Thell Klindsey,1,0
3271_01,0,1,0,0,0,0,0,0,1,0,2,51,0,0,0,0,0,0,0,Florey Micknightt,0,0
3271_02,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,Alley Micknightt,1,0
3272_02,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,Eilan Kellynn,1,0
3273_01,0,1,0,0,0,0,0,0,1,0,1,19,0,0,0,0,0,0,0,Lonnez Wilkinner,0,0
3274_01,0,1,0,0,0,0,0,0,1,0,2,32,0,0,0,0,0,0,0,Dwigh Hahnstoneal,1,0
3274_02,0,0,0,0,0,0,0,0,1,0,0,16,0,1612,4,0,184,0,1800,Sallyl Hahnstoneal,0,0
3275_01,0,0,0,0,0,0,0,1,0,0,0,35,0,256,0,341,35,0,632,Darley Gibbsonton,1,0
3276_01,1,0,1,0,0,0,0,0,0,0,2,33,0,20,653,0,121,483,1277,Prope Wirdley,0,0
3279_01,1,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,Mard Whifounrew,1,0
3279_02,1,1,0,0,1,0,0,0,0,0,2,21,0,0,0,0,0,0,0,Grafik Whifounrew,1,0
3279_03,1,1,0,0,1,0,0,0,0,0,2,28,0,0,0,0,0,0,0,Antinon Whifounrew,1,0
3279_04,1,1,0,0,1,0,0,0,0,0,2,28,0,0,0,0,0,0,0,Kabiak Whifounrew,1,0
3280_01,0,1,0,0,0,0,0,0,1,0,1,31,0,0,0,0,0,0,0,Idace Ricks,1,0
3280_02,0,0,0,0,0,0,0,1,0,0,0,32,0,1150,201,0,0,8,1359,Lilly Ricks,0,0
3282_01,1,1,0,1,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,Nasl Prighty,1,0
3282_03,1,0,0,1,0,0,0,0,0,0,2,43,0,0,1440,0,85,150,1675,Sheratz Prighty,1,0
3283_01,0,0,0,0,0,0,0,1,0,0,2,43,0,0,16,34,753,1,804,,0,0
3283_02,0,0,0,0,0,0,0,1,0,0,2,19,0,64,0,453,174,6,697,Allyn Horthy,0,0
3283_03,0,0,0,0,0,0,0,0,1,0,2,21,0,0,0,0,646,138,784,Byront Strongers,0,0
3283_04,0,0,0,0,0,0,0,0,1,0,2,38,0,0,0,0,846,0,846,Brank Hoopez,0,0
3284_01,0,1,0,0,0,0,0,0,1,0,1,17,0,0,0,0,0,0,0,Kaye Holsen,1,0
3284_02,0,1,0,0,0,0,0,0,1,0,1,29,0,0,0,0,0,0,0,Olgary Holsen,1,0
3287_01,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,Jeron Carlsonney,1,0
3287_03,0,0,0,0,0,0,0,1,0,0,0,18,0,0,0,14,625,0,639,Therie Carlsonney,0,0
3289_01,0,1,0,0,0,0,0,0,1,0,2,16,0,0,0,0,0,0,0,Jaye Whitez,1,0
3292_01,1,1,0,1,0,0,0,0,0,0,2,52,0,0,0,0,0,0,0,Sarino Dianket,1,0
3292_03,1,1,0,1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,Coxak Brakepined,1,0
3292_04,1,0,0,1,0,0,0,0,0,0,2,25,1,0,0,0,0,0,0,Acruxon Discuous,1,0
3292_05,1,1,0,1,0,0,0,0,0,0,2,34,0,0,0,0,0,0,0,Golaron Dianket,1,0
3293_01,2,0,0,0,0,0,0,1,0,0,2,20,0,915,12,25,205,311,1468,Wings Part,1,0
3294_01,0,1,0,0,0,0,0,0,1,0,1,28,0,0,0,0,0,0,0,Shard Georgasey,1,0
3294_02,0,1,0,0,0,0,0,0,1,0,2,26,0,0,0,0,0,0,0,Elinda Georgasey,0,0
3295_01,0,0,0,0,0,0,0,0,1,0,0,20,0,2598,927,0,866,2,4393,Nancey Horndley,0,0
3296_01,0,0,0,0,0,0,0,1,0,0,0,44,0,632,0,101,5,0,738,Ginia Villenson,1,0
3297_01,0,0,0,0,0,0,0,1,0,0,2,64,0,313,782,8,0,0,1103,Trick Carlsonney,0,0
3300_02,2,0,0,0,0,0,0,1,0,0,2,47,0,378,0,117,1147,132,1774,Quan Fla,0,0
3301_01,0,1,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,Tyle Domington,1,0
3301_02,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,Tonald Domington,1,0
3301_03,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Yolace Domington,1,0
3304_01,1,1,0,0,0,1,0,0,0,0,2,41,0,0,0,0,0,0,0,Ashelik Drayfulery,1,0
3305_01,2,1,0,0,0,1,0,0,0,0,2,35,0,0,0,0,0,0,0,Swink Jaff,0,0
3305_02,2,0,0,0,0,1,0,0,0,0,0,31,0,1065,13,150,36,0,1264,Vivers Jaff,0,0
3308_01,0,0,0,0,0,0,0,1,0,0,1,14,0,0,43,504,125,0,672,Rice Patthews,0,0
3309_01,0,0,0,0,0,0,0,0,1,0,2,25,0,0,0,762,0,50,812,Rosiey Wellenez,0,0
3310_01,1,1,0,0,0,1,0,0,0,0,2,26,0,0,0,0,0,0,0,Grafik Bagint,1,0
3311_01,1,0,0,0,0,0,1,0,0,0,2,26,0,0,1638,0,476,226,2340,Neutrin Alenter,0,0
3312_01,1,0,0,0,0,0,1,0,0,0,2,30,0,0,1076,0,3725,9,4810,Alathim Waring,0,0
3313_01,1,1,0,1,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,Maasyma Cientteng,1,0
3314_01,0,0,0,0,0,0,0,1,0,0,2,19,0,260,0,238,139,8,645,Maurie Hornettoney,0,0
3317_01,0,0,0,0,0,0,0,0,1,0,2,27,0,0,0,0,0,1765,1765,Pamont Scottney,0,0
3318_01,1,0,0,1,0,0,0,0,0,0,2,39,0,0,957,0,22,401,1380,Acrabih Openduave,1,0
3318_02,1,1,0,1,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,Azhab Openduave,1,0
3318_03,1,0,0,1,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,Altara Openduave,1,0
3318_05,1,1,0,1,0,0,0,0,0,0,2,36,0,0,0,0,0,0,0,Betenar Openduave,1,0
3319_01,0,0,0,0,0,0,0,0,1,0,2,56,0,0,335,532,15,26,908,Line Wolfaddox,0,0
3322_01,0,1,0,0,0,0,0,0,1,0,2,42,0,0,0,0,0,0,0,Man Philliames,1,0
3323_01,1,1,0,0,1,0,0,0,0,0,0,40,0,0,0,0,0,0,0,Shellum Fliblerolt,1,0
3323_02,1,1,0,0,1,0,0,0,0,0,0,53,0,0,0,0,0,0,0,Jihoton Fliblerolt,1,0
3324_01,2,1,0,0,0,0,0,1,0,0,2,31,0,0,0,0,0,0,0,Yalmon Buche,1,0
3324_02,2,1,0,0,0,0,0,1,0,0,2,14,0,0,0,0,0,0,0,Guink Buche,1,0
3325_01,0,1,0,0,0,0,0,0,1,0,1,31,0,0,0,0,0,0,0,Blanda Fitzgerson,1,0
3326_01,0,0,0,0,0,0,1,0,0,0,2,42,0,0,0,1519,0,4,1523,Bretty Llobsoney,0,0
3327_01,0,0,0,0,0,0,0,0,1,0,2,32,0,0,0,0,0,772,772,Erice Noelan,0,0
3328_01,0,0,0,0,0,0,0,1,0,0,2,34,0,578,0,0,0,323,901,Rena Yorkland,0,0
3329_01,0,1,0,0,0,0,0,0,1,0,2,55,0,0,0,0,0,0,0,Lorie Krampbelles,1,0
3330_01,2,0,0,0,0,0,0,1,0,0,2,42,0,1633,0,29,4,102,1768,Hits Sin,0,0
3332_02,2,1,0,0,0,1,0,0,0,0,2,37,0,0,0,0,0,0,0,Plat Flate,1,0
3332_03,2,1,0,0,0,1,0,0,0,0,0,17,0,0,0,0,0,0,0,Kadown Flate,1,0
3336_01,2,1,0,0,0,0,0,1,0,0,2,60,0,0,0,0,0,0,0,Heat Tirt,1,0
3337_01,1,1,0,1,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,Stra Boltund,1,0
3337_02,1,0,0,1,0,0,0,0,0,0,2,30,0,0,180,90,7740,142,8152,Auvair Resspeding,0,0
3337_03,1,0,0,1,0,0,0,0,0,0,2,32,0,0,0,7,3653,226,3886,Mesarix Boltund,0,0
3338_01,0,1,0,0,0,0,0,0,1,0,1,28,0,0,0,0,0,0,0,Melvia Pentss,1,0
3339_01,0,1,0,0,0,0,0,0,1,0,2,26,0,0,0,0,0,0,0,Coreee Mondsey,0,0
3342_01,0,1,0,0,0,0,0,0,1,0,2,24,0,0,0,0,0,0,0,Jordy Hayder,1,0
3343_01,0,1,0,0,0,0,0,0,1,0,0,47,0,0,0,0,0,0,0,Ollip Swanardy,0,0
3348_01,0,0,0,0,0,0,1,0,0,0,2,32,0,180,25,584,0,0,789,Julies Bradlerson,0,0
3349_01,1,1,0,0,1,0,0,0,0,0,2,73,1,0,0,0,0,0,0,Sargin Brakeril,1,0
3350_01,0,0,0,0,0,0,0,1,0,0,2,17,0,3,2126,0,0,0,2129,Dianya Josey,1,0
3352_01,0,1,0,0,0,0,0,0,1,0,1,47,0,0,0,0,0,0,0,Kelle Hickson,0,0
3353_01,1,0,0,0,1,0,0,0,0,0,2,26,0,0,216,191,12062,59,12528,Toperon Reming,0,0
3353_02,1,1,0,0,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,Bellah Reming,1,0
3353_03,1,0,0,0,1,0,0,0,0,0,2,22,0,0,5,0,12,6111,6128,Taurion Reming,0,0
3353_04,1,0,0,0,1,0,0,0,0,0,2,61,0,0,4082,0,265,201,4548,Almelik Conable,1,0
3353_05,1,0,0,0,1,0,0,0,0,0,0,19,0,0,4494,0,11,3460,7965,Ankaan Reming,1,0
3353_06,1,0,0,0,1,0,0,0,0,0,2,45,0,0,1897,0,880,605,3382,Hamelik Reming,1,0
3357_01,0,1,0,0,0,0,0,0,1,0,1,18,0,0,0,0,0,0,0,Kerrie Pollarkeeks,0,0
3359_01,0,0,0,0,0,0,0,0,1,0,2,32,0,0,810,0,0,2,812,Essara Sweene,0,0
3360_01,1,0,1,0,0,0,0,0,0,0,2,52,1,0,1429,0,1371,488,3288,Izares Brailidy,1,0
3361_01,2,1,0,0,0,0,0,1,0,0,2,25,0,0,0,0,0,0,0,Ming Sinda,1,0
3361_02,2,1,0,0,0,0,0,1,0,0,2,9,0,0,0,0,0,0,0,Bet Sinda,1,0
3361_03,2,1,0,0,0,0,0,1,0,0,2,18,0,0,0,0,0,0,0,Bakix Razo,1,0
