PassengerId,HomePlanet,CryoSleep,Cabin,Cabin_num,Cabin_port,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,TotalExpense
1417_01,1,0,2,54,1,2,41,0,0,184,0,1520,3358,Alik Spedlinale,0,5062
1419_01,2,0,5,273,1,2,42,0,1381,0,1243,0,0,Goles Apeau,0,2624
1421_02,2,0,5,274,1,0,17,0,891,0,243,0,5,Ars Cres,0,1139
1423_01,1,1,1,61,1,2,24,0,0,0,0,0,0,Seginon Asoppor,1,0
1423_02,1,1,1,61,1,2,39,0,0,0,0,0,0,Beneb Asoppor,1,0
1423_03,1,1,1,61,1,0,59,0,0,0,0,0,0,Sadra Rodwative,1,0
1424_01,1,1,1,47,0,2,32,0,0,0,0,0,0,Sarid Sageng,1,0
1424_02,1,0,1,47,0,0,29,0,2988,2147,0,0,1779,Goros Sageng,0,6914
1424_03,1,0,1,47,0,2,8,0,0,0,0,0,0,Elebola Sageng,1,0
1424_04,1,0,1,47,0,0,28,0,0,4380,0,692,0,Proxima Sageng,1,5072
1424_05,1,1,1,47,0,2,35,0,0,0,0,0,0,Weia Sageng,1,0
1425_01,0,0,5,282,0,2,24,0,711,0,0,59,57,Melvia Adavisons,0,827
1425_02,0,1,6,220,0,2,1,0,0,0,0,0,0,Mael Adavisons,1,0
1425_03,0,1,6,220,0,2,4,0,0,0,0,0,0,Maryne Adavisons,1,0
1426_01,1,1,3,46,0,0,28,0,0,0,0,0,0,Duhrid Drelcate,1,0
1427_02,2,0,5,275,1,2,67,0,443,0,1721,250,2,Hont Pead,0,2416
1428_01,0,0,4,109,1,2,44,0,0,200,128,460,0,Artis Hanghanson,0,788
1430_01,0,0,5,283,0,2,14,0,360,0,2116,1,8,Lina Popez,0,2485
1431_01,0,0,6,221,0,2,23,0,0,0,4,0,965,Tonioe Ments,1,969
1433_01,0,1,6,219,1,2,51,0,0,0,0,0,0,Allene Noeley,0,0
1434_03,0,1,6,222,0,2,0,0,0,0,0,0,0,Emilla Cartez,0,0
1438_01,0,0,4,89,0,2,24,0,181,224,0,195,191,Anae Sancasey,0,791
1439_01,2,0,5,279,1,2,41,0,112,186,228,760,0,Lios Lette,0,1286
1440_01,0,0,5,280,1,2,27,0,0,1826,39,11,649,Jerek Mcleaney,0,2525
1442_01,0,1,6,220,1,1,13,0,0,0,0,0,0,Leenny Pughanders,1,0
1443_01,0,1,6,225,0,2,16,0,0,0,0,0,0,Anda Jimes,1,0
1444_01,1,0,2,55,1,2,30,0,50,1248,0,1,912,Luxion Coarswing,1,2211
1445_01,0,0,6,221,1,1,8,0,0,0,0,0,0,Walles Wellenez,1,0
1447_01,0,0,6,227,0,2,59,0,0,0,0,0,755,Sadine Simson,0,755
1450_01,1,1,3,53,1,0,43,0,0,0,0,0,0,Tabih Ailled,1,0
1450_02,1,0,3,53,1,0,30,0,0,138,0,5467,112,Cella Ailled,0,5717
1451_01,1,0,2,56,1,0,46,0,202,484,0,3208,2485,Zinor Proorbeng,0,6379
1451_02,1,1,2,56,1,2,39,0,0,0,0,0,0,Unukath Proorbeng,1,0
1452_01,1,0,2,53,0,2,21,0,5,251,10,26,3384,Arkar Distured,0,3676
1452_03,1,0,2,53,0,0,34,0,0,1646,0,51,1462,Alzird Distured,0,3159
1452_04,1,0,2,53,0,2,33,0,0,774,0,6255,6,Hamak Distured,0,7035
1452_05,1,1,2,53,0,0,44,0,0,0,0,0,0,Gimph Distured,1,0
1453_02,0,0,6,229,0,2,63,0,3,801,0,0,5,Annon Thorney,1,809
1454_01,1,0,3,54,1,2,37,0,0,13561,15,4060,72,Canonon Righturter,0,17708
1455_01,1,1,1,62,1,0,29,0,0,0,0,0,0,Markton Wassird,1,0
1455_02,1,0,1,62,1,2,29,0,0,2509,0,16,698,Teronan Conaly,1,3223
1455_03,1,1,1,62,1,0,22,0,0,0,0,0,0,Rotanin Wassird,1,0
1455_04,1,0,1,62,1,2,26,0,0,533,2119,10,504,Rasaleh Wassird,1,3166
1455_05,1,0,1,62,1,0,76,0,0,2732,422,16594,330,Antino Wassird,0,20078
1457_01,0,0,4,110,1,2,61,0,0,368,3,4422,0,Bra Combson,0,4793
1460_02,0,1,6,230,0,1,13,0,0,0,0,0,0,Eduana Williotters,1,0
1462_01,0,1,6,231,0,2,30,0,0,0,0,0,0,Timmie Webstes,1,0
1463_01,0,0,5,282,1,1,23,0,200,414,73,1,1,,0,689
1465_01,0,0,6,233,0,1,63,0,356,287,0,0,248,Byrona Alfordonard,0,891
1478_01,0,0,5,289,0,2,33,0,0,0,0,417,2372,,0,2789
1479_01,2,1,5,290,0,2,49,0,0,0,0,0,0,Clues Erle,1,0
1481_01,2,0,4,91,0,2,27,0,555,0,744,0,0,Krus Prist,0,1299
1485_01,2,1,5,291,0,2,38,0,0,0,0,0,0,Hones Man,1,0
1489_01,0,0,6,229,1,2,19,0,73,0,0,813,2,Katiey Gallencis,0,888
1491_01,0,0,6,240,0,0,32,0,0,0,0,817,8,Leneva Sosalinson,1,825
1491_02,0,0,5,292,0,2,56,0,0,51,0,2,706,Tanley Sosalinson,0,759
1491_03,0,0,6,240,0,2,0,0,0,0,0,0,0,,1,0
1493_01,0,0,5,285,1,2,38,0,35,0,0,0,713,Eilace Hardley,0,748
1499_01,0,0,5,287,1,2,21,0,5,0,0,2,1061,Teryla Keithunts,0,1068
1500_01,0,0,6,230,1,2,11,0,0,0,0,0,0,Hollie Cooperkins,0,0
1500_02,0,0,6,230,1,2,3,0,0,0,0,0,0,Gerly Cooperkins,0,0
1500_03,0,0,6,230,1,0,17,0,0,55,913,0,55,Joandy Barbes,1,1023
1500_05,0,0,5,288,1,0,17,0,319,184,0,0,376,Irmark Barbes,0,879
1500_06,0,1,6,230,1,2,0,0,0,0,0,0,0,Bobbyn Barbes,1,0
1500_07,0,1,6,230,1,2,46,0,0,0,0,0,0,Everly Barbes,1,0
1501_01,0,0,6,243,0,2,63,0,0,216,0,594,0,Julin Fryan,0,810
1503_01,2,0,3,48,0,2,35,0,1890,0,497,1,0,Koops Haste,0,2388
1503_02,2,0,3,48,0,2,61,0,1114,0,68,0,0,Wat Haste,0,1182
1507_01,0,0,5,289,1,2,43,0,0,0,1217,2,0,,1,1219
1507_02,0,0,5,289,1,2,14,0,1,1,683,419,0,Jerek Jeffey,0,1104
1507_03,0,0,6,231,1,2,78,0,0,0,0,441,4,Anny Jeffey,0,445
1510_01,2,0,5,291,1,2,31,0,1226,0,1,0,0,Yakers Swin,0,1227
1511_02,1,1,1,63,1,2,13,0,0,0,0,0,0,Diram Whealeed,1,0
1511_03,1,0,1,63,1,2,36,0,0,2345,0,1966,27,Maham Spandisket,0,4338
1511_04,1,0,1,63,1,0,31,0,65,2121,0,6431,1,Winon Whealeed,0,8618
1515_01,0,0,5,293,1,2,18,0,765,0,13,0,0,Herina Oconley,0,778
1520_01,0,1,6,235,1,2,40,0,0,0,0,0,0,Harrie Klindsey,1,0
1521_01,2,1,5,295,1,2,28,0,0,0,0,0,0,Repart Flité,1,0
1523_02,1,1,1,64,1,2,35,0,0,0,0,0,0,Baton Waring,1,0
1524_01,0,1,6,236,1,2,14,0,0,0,0,0,0,Therie Shawforden,1,0
1525_01,2,0,5,299,0,2,20,0,539,1269,38,0,0,Sceros Gin,1,1846
1527_01,1,1,3,49,0,0,22,0,0,0,0,0,0,Dirius Boderbint,1,0
1527_02,1,0,3,49,0,2,25,0,0,0,0,0,0,Anchird Boderbint,1,0
1528_01,2,0,3,50,0,0,18,0,3992,673,1360,2,0,Eang Madan,1,6027
1529_01,1,0,0,16,1,1,25,1,0,7069,0,45,282,Almino Slable,1,7396
1529_02,1,0,0,16,1,2,30,0,0,0,0,0,0,Krab Slable,1,0
1531_01,0,0,6,237,1,2,46,0,0,0,533,277,0,Kimena Puckley,0,810
1532_01,1,0,1,65,1,2,27,0,0,31,0,1,11378,Alcorux Bealvewd,0,11410
1533_01,0,0,6,244,0,2,53,0,1015,0,0,0,1,Tricky Potters,0,1016
1536_01,2,1,5,297,1,2,21,0,0,0,0,0,0,Croo Nuthe,1,0
1540_01,1,0,2,55,0,2,32,0,1,470,0,1440,2114,Shamak Clumshangs,0,4025
1540_02,1,0,2,55,0,2,33,1,0,7139,22,0,553,Duhratz Clumshangs,1,7714
1540_03,1,0,2,55,0,2,26,0,0,170,0,3718,0,Bahoton Clumshangs,0,3888
1541_01,0,0,5,298,1,2,47,0,12,7,0,720,0,Carma Woody,1,739
1542_01,2,0,5,299,1,2,13,0,7172,0,157,20,0,Tot Seche,0,7349
1543_01,1,1,2,56,0,0,34,0,0,0,0,0,0,Izarkab Clidly,1,0
1544_01,0,0,6,245,0,2,21,0,9,0,0,0,800,Rosiey Ayalazquez,0,809
1547_01,0,0,5,301,1,2,21,0,163,0,661,32,0,Aarone Hoppers,0,856
1548_02,1,1,1,50,0,2,18,0,0,0,0,0,0,Sarid Stivelte,1,0
1550_01,1,0,2,58,1,2,26,0,1,230,0,42,4030,Marin Supiensive,0,4303
1551_01,1,0,4,96,0,2,30,0,0,1376,43,0,1460,Skyrmak Clidly,1,2879
1552_01,0,1,6,240,1,2,37,0,0,0,0,0,0,Millie Batestonley,0,0
1555_01,1,0,0,18,1,2,45,0,0,1389,0,2987,0,Alcorix Spistory,0,4376
1558_01,0,0,6,247,0,2,62,0,877,15,0,0,1,Benja Mcdowns,0,893
1560_01,0,0,6,242,1,2,38,0,0,1,45,0,837,Chary Guezaley,0,883
1561_01,0,0,5,305,0,0,24,0,1030,0,0,0,1122,Kyley Briggins,0,2152
1562_01,0,0,5,306,0,2,18,0,341,0,332,102,0,Shelle Simmonders,0,775
1564_01,2,1,5,303,1,2,23,0,0,0,0,0,0,Weers Merie,0,0
1565_01,0,0,5,304,1,1,16,0,0,1519,0,0,766,Gordo Fitzgerson,0,2285
1567_01,1,1,1,53,0,2,37,0,0,0,0,0,0,Tark Replic,1,0
1569_01,2,1,5,308,0,2,25,0,0,0,0,0,0,Tors Hac,1,0
1572_02,0,0,5,309,0,2,25,0,4,0,146,723,0,Lynnie Pager,0,873
1573_01,2,0,3,56,1,2,55,0,938,0,82,0,162,Lychex Butte,0,1182
1576_01,2,0,4,97,0,2,28,0,641,0,372,0,16,Oahars Hapie,0,1029
1578_01,0,0,4,98,0,2,22,0,0,24,0,176,783,Everly Garrincent,0,983
1579_01,0,0,5,311,0,0,26,0,333,1819,0,1,0,Rankie Pughanders,1,2153
1580_01,0,0,6,246,1,2,13,0,0,0,8,0,714,Enrie Hinesh,0,722
1580_02,0,0,6,246,1,2,18,0,428,0,36,0,424,Janita Hinesh,0,888
1581_01,2,1,5,312,0,2,38,0,0,0,0,0,0,Cor Che,1,0
1584_01,0,0,5,314,0,2,57,0,433,0,0,371,0,Paulia Thony,0,804
1585_01,0,1,6,252,0,2,18,0,0,0,0,0,0,Salley Crosarios,1,0
1588_01,1,1,4,99,0,2,25,0,0,0,0,0,0,Errima Fullous,1,0
1588_02,1,0,4,99,0,0,35,0,0,17394,0,724,0,Hyaduma Fullous,1,18118
1590_01,1,0,3,57,1,2,37,0,0,1336,2,12,7,Neutrin Crakenecal,1,1357
1590_02,1,0,3,57,1,0,33,0,0,26,1,33,2439,Ankark Crakenecal,0,2499
1592_01,1,0,2,60,1,2,35,0,305,3621,0,320,341,Ankabih Idivent,1,4587
1592_02,1,0,2,60,1,0,47,0,16,2127,1487,0,196,Arid Idivent,1,3826
1593_01,0,0,4,114,1,2,23,0,5,51,0,732,0,Gwendy Savaraldez,0,788
1596_01,1,1,1,54,0,2,23,0,0,0,0,0,0,Izarfik Replipent,1,0
1599_02,1,1,2,58,0,0,53,0,0,0,0,0,0,Enifak Drelcate,1,0
1601_01,0,0,6,255,0,2,37,0,22,5,0,747,0,Elenna Mulley,0,774
1602_01,0,0,5,307,1,2,18,0,0,0,0,2681,55,Vina Chardsons,0,2736
1603_01,0,0,5,317,0,2,42,0,0,594,0,0,119,Tyle Carreralend,0,713
1603_02,0,1,6,256,0,2,7,0,0,0,0,0,0,Card Carreralend,1,0
1603_03,0,0,6,256,0,0,7,0,0,0,0,0,0,Dessie Carreralend,1,0
1604_01,0,0,6,257,0,2,24,0,2,3,0,616,161,Dellie Rostarks,0,782
1606_01,1,0,4,116,1,2,20,0,13,817,0,1435,22,Furuson Oilloody,1,2287
1608_01,0,0,5,319,0,2,24,0,1158,193,798,2,0,Glena Dicksons,0,2151
1611_01,0,0,6,248,1,2,42,0,0,865,0,0,44,Lorey Torrez,1,909
1612_01,1,0,4,101,0,2,49,0,0,3750,0,2,341,Furuson Entenedy,1,4093
1612_02,1,1,4,101,0,2,47,0,0,0,0,0,0,Arraid Entenedy,1,0
1614_01,2,0,5,321,0,2,26,1,432,0,965,35,0,Duckes Conie,0,1432
1615_01,0,0,5,322,0,2,24,0,0,0,6,685,0,Kencey Lopelases,0,691
1615_03,0,0,6,259,0,2,0,0,0,0,0,0,0,Terina Lopelases,1,0
1617_01,2,0,3,53,0,1,37,0,295,1575,19,515,0,Ots Blan,0,2404
1619_01,0,1,6,249,1,2,39,0,0,0,0,0,0,Vanard Hinglendez,1,0
1621_01,0,0,5,308,1,0,25,0,553,0,1,239,8,Jeane Dukertyler,1,801
1621_02,0,0,5,308,1,1,25,0,172,129,41,0,341,Valex Dukertyler,0,683
1622_01,2,1,5,323,0,2,35,0,0,0,0,0,0,Jayrin Sau,1,0
1624_02,0,0,6,250,1,0,46,0,612,0,62,0,0,Dorice Barbes,1,674
1625_01,1,1,2,59,0,0,19,0,0,0,0,0,0,Weznif Patimonne,1,0
1625_02,1,0,2,59,0,2,29,0,0,930,0,2113,98,Dabik Patimonne,0,3141
1628_01,1,1,1,71,1,2,47,0,0,0,0,0,0,Zauri Foraud,1,0
1630_01,0,1,6,252,1,1,1,0,0,0,0,0,0,Rayne Cofferson,1,0
1630_02,0,1,6,252,1,2,4,0,0,0,0,0,0,Shery Cofferson,0,0
1630_03,0,0,5,309,1,2,37,0,0,27,11,732,5,Elanda Cofferson,0,775
1631_01,0,0,4,118,1,2,61,0,1215,32,0,0,362,Toniel Kennetty,0,1609
1633_02,0,1,6,261,0,2,16,0,0,0,0,0,0,Tyrony Thony,1,0
1634_01,0,1,6,253,1,0,25,0,0,0,0,0,0,Armen Conleydenan,0,0
1636_01,0,0,6,254,1,2,41,0,139,666,6,71,25,Daisya Connelson,0,907
1637_01,0,1,6,255,1,2,25,0,0,0,0,0,0,Leony Ricews,1,0
1638_01,0,0,4,119,1,2,19,0,414,0,66,307,0,Roydo Ballocks,0,787
1640_01,0,0,6,262,0,2,21,0,305,0,1,618,2,Essara Scotterkins,1,926
1644_01,0,0,5,327,0,0,14,0,0,2,0,0,794,Lavey Waltonnedy,0,796
1646_01,0,0,6,264,0,2,34,0,0,0,885,0,0,Marily Monroellynn,1,885
1647_01,0,0,5,328,0,2,33,0,954,0,10,3,2,Juanna Fisheparks,0,969
1649_01,0,1,6,265,0,0,14,0,0,0,0,0,0,Diandi Hinglendez,0,0
1650_01,0,1,6,258,1,0,28,0,0,0,0,0,0,Walla Hodes,1,0
1651_02,0,0,6,266,0,0,3,0,0,0,0,0,0,Ebonyd Lynnerett,1,0
1651_03,0,1,6,266,0,1,0,0,0,0,0,0,0,Deanny Wonglasquez,1,0
1655_02,0,0,5,310,1,2,40,0,0,807,0,0,0,Nadie Dicksons,1,807
1657_01,0,0,6,267,0,2,21,0,0,0,218,109,5321,Shally Alest,0,5648
1659_01,0,0,5,313,1,2,41,0,0,82,3,0,718,Rayle Pugherman,0,803
1661_01,1,0,0,20,1,2,56,0,0,0,0,0,0,Arin Fringh,0,0
1661_02,1,0,0,20,1,2,57,0,0,62,0,2136,178,Almino Earmeter,0,2376
1661_03,1,1,0,20,1,2,48,0,0,0,0,0,0,Quarkib Fringh,1,0
1662_01,0,0,5,314,1,1,20,0,127,0,0,542,0,Wenise Sterson,0,669
1663_01,0,1,6,268,0,1,36,0,0,0,0,0,0,Carita Villenson,1,0
1668_01,0,0,5,316,1,2,22,0,2,0,6,101,536,Millia Watsongley,0,645
1669_01,2,0,5,317,1,2,31,0,2436,0,147,16,0,Flams Spane,0,2599
1669_02,2,1,5,317,1,2,0,0,0,0,0,0,0,Spuffs Spane,1,0
1669_03,2,0,5,317,1,0,21,0,1481,0,881,0,0,Pokix Perte,0,2362
1670_01,0,0,6,269,0,2,49,0,0,67,213,2,1442,Aleen Sancasey,0,1724
1670_02,0,1,6,269,0,2,44,0,0,0,0,0,0,Jordy Sancasey,0,0
1672_01,0,0,5,318,1,2,29,0,7,0,0,797,0,Elicia Solivers,0,804
1673_01,0,0,5,330,0,0,16,0,876,0,5,1,16,Benny Perrerojass,0,898
1674_01,0,1,6,260,1,1,20,0,0,0,0,0,0,,0,0
1676_01,0,1,6,270,0,2,26,0,0,0,0,0,0,Pennie Staffersby,0,0
1681_01,0,0,6,261,1,2,34,0,1,89,0,793,0,Tonia Englence,0,883
1682_01,2,1,5,331,0,2,38,0,0,0,0,0,0,Miten Watte,1,0
1685_02,0,0,6,272,0,0,7,0,0,0,0,0,0,Vana Dillestron,0,0
1685_03,0,1,6,272,0,2,3,0,0,0,0,0,0,Camina Dillestron,1,0
1687_01,2,0,5,334,0,2,26,1,714,450,208,0,44,Bases Batte,0,1416
1688_01,0,0,4,124,1,2,27,0,233,554,0,0,0,Tyle Webstenson,0,787
1690_01,0,0,5,335,0,2,28,0,0,26,88,5,754,Heryle Paulllegory,0,873
1691_01,2,0,5,321,1,2,27,0,3482,1234,1155,0,0,Sesh Giba,0,5871
1695_01,0,0,6,264,1,2,26,0,324,0,201,2,256,Fredy Moraleney,0,783
1696_01,1,0,1,55,0,2,43,0,0,760,17,15331,427,Alam Iderinelay,0,16535
1699_01,0,0,5,336,0,0,47,0,0,574,0,0,68,Sall Barkeretton,1,642
1700_01,1,1,1,74,1,2,17,0,0,0,0,0,0,Zavior Waring,1,0
1700_02,1,0,1,74,1,2,64,0,0,4,0,6200,622,Solaron Waring,0,6826
1704_01,2,0,3,60,1,2,13,0,1112,0,687,0,3,Tors Breke,0,1802
1704_02,2,0,3,60,1,0,18,0,86,1164,516,0,0,Allota Fincy,1,1766
1705_01,2,0,4,126,1,2,29,1,0,0,0,0,0,Barave Chake,0,0
1708_01,0,0,5,338,0,1,70,0,0,3,1,2,1290,Lavey Hopez,0,1296
1709_01,2,0,5,326,1,2,23,0,31,0,1247,0,47,Jurbet Minen,0,1325
1709_02,2,0,3,61,1,2,23,0,2210,0,89,0,0,Bet Minen,1,2299
1709_04,2,0,4,127,1,2,17,0,1744,0,136,8,8,Donut Minen,0,1896
1709_05,2,1,5,326,1,2,26,0,0,0,0,0,0,Fams Minen,1,0
1709_06,2,0,3,61,1,2,15,0,1554,0,646,20,1241,Tyog Minen,0,3461
1709_07,2,0,5,326,1,2,19,0,285,54,1246,102,0,Cocowl Minen,0,1687
1710_01,0,1,6,276,0,1,20,0,0,0,0,0,0,Andrey Mcgowaymond,1,0
1712_02,2,0,5,339,0,2,27,0,103,1,49,2421,24,Cinets Pamca,0,2598
1713_01,0,0,6,277,0,2,43,0,84,726,2,0,0,Calvia Dyers,0,812
1714_01,0,0,6,265,1,2,5,0,0,0,0,0,0,Lorian Parsoney,0,0
1715_01,0,1,6,266,1,2,17,0,0,0,0,0,0,Camily Mirandry,0,0
1717_01,0,0,4,105,0,2,40,0,813,0,473,236,0,Alicey Franankson,1,1522
1717_02,0,0,4,105,0,2,38,0,4,0,0,0,1679,Yola Fielsenders,0,1683
1721_01,0,0,5,341,0,2,15,0,320,36,5,0,640,Frandy Alest,0,1001
1724_01,1,0,0,21,1,0,59,0,8,1563,0,73,31,Hekark Diateous,1,1675
1725_01,0,0,5,328,1,2,24,0,0,201,0,0,603,Breney Wheelez,0,804
1727_02,2,0,3,54,0,0,52,0,1279,0,1061,359,0,Emoles Barte,0,2699
1728_01,0,0,6,280,0,2,38,0,553,0,0,87,243,Elle Bakerson,0,883
1729_01,0,0,5,343,0,2,26,0,21,0,499,568,0,Billya Merce,1,1088
1730_01,0,0,4,106,0,0,17,0,68,0,0,0,795,Elson Curton,1,863
1731_01,0,1,6,281,0,1,17,0,0,0,0,0,0,Alfrey Santry,1,0
1731_02,0,0,6,281,0,0,20,0,1,808,0,0,0,Lestie Santry,1,809
1733_01,0,0,5,344,0,2,15,0,1336,108,0,0,0,Stevey Chanan,0,1444
1734_01,0,1,6,283,0,2,30,0,0,0,0,0,0,Guadae Patrichane,1,0
1736_01,0,1,6,284,0,1,22,0,0,0,0,0,0,Therry Blancoy,0,0
1738_02,0,1,6,268,1,0,22,0,0,0,0,0,0,Wenny Sawyerson,1,0
1739_01,0,1,6,269,1,1,20,0,0,0,0,0,0,Wine Jarvey,1,0
1740_01,0,0,6,270,1,2,22,0,762,13,10,0,0,Eillis Torrez,0,785
1742_01,2,0,3,55,0,1,34,1,49,478,387,0,0,Anack Trad,0,914
1745_01,1,0,4,130,1,2,28,0,0,1310,0,221,6064,,0,7595
1746_01,2,1,5,331,1,2,50,0,0,0,0,0,0,Clers Bache,1,0
1747_01,0,0,6,271,1,0,19,0,0,0,496,13,0,Line Santantines,1,509
1748_01,0,0,6,287,0,2,21,0,0,0,0,2,807,Jeresa Burchrison,0,809
1748_02,0,0,6,287,0,2,0,0,0,0,0,0,0,Erice Burchrison,0,0
1748_03,0,0,6,287,0,2,4,0,0,0,0,0,0,Keithy Burchrison,1,0
1749_01,0,1,6,288,0,1,59,0,0,0,0,0,0,Monald Coley,0,0
1752_01,0,0,5,333,1,0,15,0,1006,1,0,0,308,Dell Chavezalez,1,1315
1753_01,0,1,6,272,1,2,24,0,0,0,0,0,0,Amela Moodson,1,0
1755_01,0,1,6,273,1,2,26,0,0,0,0,0,0,Leneva Mulley,0,0
1757_01,0,0,5,334,1,2,67,0,26,809,0,39,26,Juline Bradamss,0,900
1758_01,0,0,6,274,1,2,55,0,587,0,0,318,3,Maril Fielsenders,0,908
1760_01,0,0,5,336,1,2,50,0,742,21,10,26,4,Elicey Cardsay,0,803
1761_01,0,0,5,347,0,0,23,0,145,490,17,49,1,Ine Sweekstarks,0,702
1762_01,0,0,4,132,1,1,21,0,2400,7,0,20,0,Sylvin Casez,1,2427
1763_01,1,0,4,133,1,2,41,0,0,3240,0,59,0,Diskeon Stering,1,3299
1764_01,2,1,5,337,1,2,59,0,0,0,0,0,0,Gies Laai,1,0
1764_02,2,0,4,134,1,2,18,0,0,0,0,0,0,Cin Laai,0,0
1766_01,0,0,5,338,1,0,21,0,112,0,0,0,1333,Ronne Adavisons,0,1445
1767_01,1,1,2,65,1,0,14,0,0,0,0,0,0,Hekaron Gleroling,1,0
1767_02,1,0,2,65,1,2,50,0,3677,782,0,6,1168,Decruxa Stewder,1,5633
1767_03,1,0,2,65,1,2,32,0,2973,3368,124,57,42,Coxatik Gleroling,1,6564
1767_04,1,1,2,65,1,2,46,0,0,0,0,0,0,Coxah Gleroling,1,0
1769_01,2,1,5,339,1,2,58,0,0,0,0,0,0,Choney Sinda,1,0
1770_01,1,1,1,75,1,0,15,0,0,0,0,0,0,Tauxon Wincer,1,0
1772_01,2,0,5,348,0,2,30,0,1220,0,49,39,0,Cheats Butty,0,1308
1774_01,2,1,4,135,1,2,30,0,0,0,0,0,0,Anakes Canie,1,0
1775_01,0,0,6,277,1,2,43,0,0,0,870,0,14,Murie Mejiaddox,1,884
1776_01,0,0,6,278,1,2,21,0,0,0,809,0,0,Lynnon Wolffy,0,809
1778_01,0,1,6,279,1,1,15,0,0,0,0,0,0,Stanya Adkinson,0,0
1779_01,0,0,5,349,0,0,37,0,164,603,0,0,11,Evan Hermanapp,1,778
1781_01,1,0,2,66,1,0,28,0,0,11026,0,0,12,Alballa Brailidy,1,11038
1783_01,0,0,6,281,1,0,42,0,28,0,0,0,591,Carma Garnettiz,0,619
1786_01,0,0,5,342,1,2,51,0,28,94,0,34,638,Violey Jacostaney,0,794
1792_01,2,0,5,352,0,2,73,0,27,2,71,1208,0,Duckes Brazo,0,1308
1797_01,1,1,1,57,0,0,33,0,0,0,0,0,0,Dhenar Blanspe,1,0
1798_01,0,0,4,137,1,2,39,0,1,275,33,376,105,Bel Mcfarley,0,790
1800_01,0,0,6,283,1,0,12,0,0,0,0,0,0,Jarena Goffey,1,0
1800_02,0,1,6,283,1,0,10,0,0,0,0,0,0,Nelle Goffey,0,0
1800_03,0,1,6,283,1,2,0,0,0,0,0,0,0,Vick Goffey,0,0
1800_04,0,0,6,283,1,2,0,0,0,0,0,0,0,Annah Morsentley,1,0
1800_05,0,1,6,283,1,2,1,0,0,0,0,0,0,Wandy Goffey,1,0
1802_01,0,0,4,109,0,2,33,0,0,0,2,787,1,Alley Brantuarez,0,790
1803_01,0,0,5,354,0,0,23,0,0,169,0,553,0,Nelsie Puckley,0,722
1804_01,2,1,5,355,0,2,5,0,0,0,0,0,0,Minies Curle,1,0
1805_01,0,1,6,284,1,2,24,0,0,0,0,0,0,Doryn Bradlerson,1,0
1806_01,2,0,4,138,1,2,26,0,0,0,0,0,0,Goos Hotte,0,0
1807_01,1,0,1,58,0,0,30,0,0,3722,4,140,4045,Ainor Ingetrody,0,7911
1808_01,0,0,5,346,1,2,33,0,0,763,8,2,30,Rician Pollarkeeks,0,803
1810_01,2,0,5,356,0,2,56,0,4694,0,2661,51,0,Whee Ruité,0,7406
1811_01,0,1,6,285,1,1,25,0,0,0,0,0,0,Gerry Georgasey,1,0
1813_01,0,0,5,358,0,0,18,0,0,0,454,0,263,Allara Cainghannon,0,717
1816_01,1,0,2,68,1,2,60,1,1891,640,0,360,52,Naosura Dicomeng,1,2943
1816_02,1,0,2,68,1,2,41,0,0,2334,1,6,23,Shail Tertchty,1,2364
1817_01,0,0,5,349,1,1,16,0,112,0,38,77,443,Marky Lanks,0,670
1818_01,0,1,6,297,0,2,17,0,0,0,0,0,0,Felia Portananney,1,0
1822_01,0,0,6,299,0,2,31,0,2,811,0,0,0,Charly Mirez,1,813
1827_01,0,0,5,352,1,0,24,0,0,94,1,56,427,Chrisa Norrison,0,578
1829_02,1,0,3,56,0,2,30,0,1,6398,0,2,295,Propsh Clumshangs,1,6696
1829_03,1,0,3,56,0,2,22,0,0,8882,21,2204,19,Luxion Clumshangs,1,11126
1829_04,1,0,3,56,0,2,28,1,0,4424,3,207,1572,Hadiram Gloother,1,6206
1829_05,1,1,3,56,0,0,23,0,0,0,0,0,0,Atrinon Persed,1,0
1829_06,1,0,3,56,0,2,29,0,0,699,0,0,1955,Ankark Persed,0,2654
1833_01,1,0,2,61,0,0,48,0,140,127,0,4102,521,Mirark Scoudelle,0,4890
1836_01,0,0,5,362,0,2,23,0,1639,1218,0,1,0,Ronne Meleon,1,2858
1841_01,0,0,5,365,0,2,55,0,1104,0,0,0,0,Ivaney Flynney,0,1104
1844_01,0,0,5,355,1,1,38,0,0,0,0,0,1381,Andan Stannondez,0,1381
1844_02,0,1,6,289,1,2,2,0,0,0,0,0,0,Garley Stannondez,1,0
1844_03,0,1,6,289,1,2,3,0,0,0,0,0,0,Winia Stannondez,1,0
1846_01,0,0,5,366,0,2,20,0,0,0,0,788,16,Elicia Mejiamsey,0,804
1849_01,0,0,5,367,0,2,25,0,113,0,0,1282,0,Antone Sellentry,0,1395
1850_01,0,0,5,356,1,1,54,0,0,316,257,0,0,Troya Schwardson,0,573
1850_02,0,0,5,356,1,0,25,0,0,0,1,735,25,Leene Schwardson,0,761
1853_01,0,1,6,302,0,2,14,0,0,0,0,0,0,Annez Webstenson,1,0
1854_01,1,0,0,22,1,0,53,0,0,13527,0,0,771,Gorab Unprive,1,14298
1855_01,0,1,6,303,0,2,0,0,0,0,0,0,0,Ellena Jenson,1,0
